"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/21/2024","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/22/2024","AQS","060251003","1","8.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/23/2024","AQS","060251003","1","9.7","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/24/2024","AQS","060251003","1","8.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/25/2024","AQS","060251003","1","3.1","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/26/2024","AQS","060251003","1","6","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/27/2024","AQS","060251003","1","11.7","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/28/2024","AQS","060251003","1","8.5","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/29/2024","AQS","060251003","1","4.5","ppb","4","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/30/2024","AQS","060251003","1","16.1","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/31/2024","AQS","060251003","1","14.4","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/01/2024","AQS","060251003","1","7.5","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/02/2024","AQS","060251003","1","13.5","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/03/2024","AQS","060251003","1","9.7","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/04/2024","AQS","060251003","1","16.6","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/05/2024","AQS","060251003","1","14.1","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/06/2024","AQS","060251003","1","22","ppb","21","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/07/2024","AQS","060251003","1","12.9","ppb","11","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/08/2024","AQS","060251003","1","9.2","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/09/2024","AQS","060251003","1","6.8","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/10/2024","AQS","060251003","1","13.3","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/11/2024","AQS","060251003","1","17.7","ppb","16","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/12/2024","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/13/2024","AQS","060251003","1","4.5","ppb","4","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/14/2024","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/15/2024","AQS","060251003","1","18.4","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/16/2024","AQS","060251003","1","10.4","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/17/2024","AQS","060251003","1","3.9","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/18/2024","AQS","060251003","1","14.7","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/19/2024","AQS","060251003","1","11.7","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/20/2024","AQS","060251003","1","8.6","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/21/2024","AQS","060251003","1","13.7","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/22/2024","AQS","060251003","1","12.6","ppb","11","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/23/2024","AQS","060251003","1","8.4","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/24/2024","AQS","060251003","1","7.8","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/25/2024","AQS","060251003","1","8.5","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/26/2024","AQS","060251003","1","21.3","ppb","20","El Centro-9th Street","24","100.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/27/2024","AQS","060251003","1","11.9","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/28/2024","AQS","060251003","1","11.1","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/29/2024","AQS","060251003","1","8.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/30/2024","AQS","060251003","1","9.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/01/2024","AQS","060251003","1","9.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/02/2024","AQS","060251003","1","14.1","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/03/2024","AQS","060251003","1","8.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/04/2024","AQS","060251003","1","16.4","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/05/2024","AQS","060251003","1","27.6","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/06/2024","AQS","060251003","1","11","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/07/2024","AQS","060251003","1","17.5","ppb","16","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/08/2024","AQS","060251003","1","11.9","ppb","10","El Centro-9th Street","19","79.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/09/2024","AQS","060251003","1","18.9","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/10/2024","AQS","060251003","1","9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/11/2024","AQS","060251003","1","12.4","ppb","11","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/12/2024","AQS","060251003","1","9.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/13/2024","AQS","060251003","1","7.2","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/14/2024","AQS","060251003","1","8.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/15/2024","AQS","060251003","1","11","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/16/2024","AQS","060251003","1","12.6","ppb","11","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/17/2024","AQS","060251003","1","9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/18/2024","AQS","060251003","1","10.8","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/19/2024","AQS","060251003","1","11.2","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/20/2024","AQS","060251003","1","15.7","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/21/2024","AQS","060251003","1","5.9","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/22/2024","AQS","060251003","1","14","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/27/2024","AQS","060251003","1","11.2","ppb","10","El Centro-9th Street","18","75.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/28/2024","AQS","060251003","1","3","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/29/2024","AQS","060251003","1","11.8","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/02/2024","AQS","060251003","1","7.9","ppb","7","El Centro-9th Street","18","75.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/03/2024","AQS","060251003","1","4.4","ppb","4","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/04/2024","AQS","060251003","1","13.4","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/05/2024","AQS","060251003","1","11.6","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/06/2024","AQS","060251003","1","7.7","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/07/2024","AQS","060251003","1","5.8","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/08/2024","AQS","060251003","1","10.7","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/09/2024","AQS","060251003","1","17","ppb","16","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/10/2024","AQS","060251003","1","13.2","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/11/2024","AQS","060251003","1","19.4","ppb","18","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/12/2024","AQS","060251003","1","18","ppb","17","El Centro-9th Street","20","83.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/13/2024","AQS","060251003","1","11.8","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/14/2024","AQS","060251003","1","15.7","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/15/2024","AQS","060251003","1","16.5","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/16/2024","AQS","060251003","1","7.9","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/17/2024","AQS","060251003","1","6.3","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/18/2024","AQS","060251003","1","18.2","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/19/2024","AQS","060251003","1","11.5","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/20/2024","AQS","060251003","1","8.7","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/21/2024","AQS","060251003","1","7.6","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/22/2024","AQS","060251003","1","7.3","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/23/2024","AQS","060251003","1","5.3","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/24/2024","AQS","060251003","1","13","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/25/2024","AQS","060251003","1","3","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/26/2024","AQS","060251003","1","6.5","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/27/2024","AQS","060251003","1","6.3","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/28/2024","AQS","060251003","1","19.5","ppb","18","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/29/2024","AQS","060251003","1","18.7","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/30/2024","AQS","060251003","1","21.9","ppb","20","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/31/2024","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/01/2024","AQS","060251003","1","9.4","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/02/2024","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/03/2024","AQS","060251003","1","18.5","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/04/2024","AQS","060251003","1","10.4","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/05/2024","AQS","060251003","1","14.7","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/06/2024","AQS","060251003","1","15.3","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/07/2024","AQS","060251003","1","15.1","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/08/2024","AQS","060251003","1","8.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/09/2024","AQS","060251003","1","11.7","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/10/2024","AQS","060251003","1","14.9","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/11/2024","AQS","060251003","1","5.9","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/12/2024","AQS","060251003","1","16.1","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/13/2024","AQS","060251003","1","19.7","ppb","18","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/14/2024","AQS","060251003","1","6.8","ppb","6","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/15/2024","AQS","060251003","1","5.7","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/16/2024","AQS","060251003","1","2.5","ppb","2","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/17/2024","AQS","060251003","1","13.7","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/18/2024","AQS","060251003","1","14.5","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/19/2024","AQS","060251003","1","7.9","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/20/2024","AQS","060251003","1","3.2","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/21/2024","AQS","060251003","1","32","ppb","30","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/22/2024","AQS","060251003","1","30.9","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/23/2024","AQS","060251003","1","15.3","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/24/2024","AQS","060251003","1","15","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/25/2024","AQS","060251003","1","7.9","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/26/2024","AQS","060251003","1","15","ppb","14","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/27/2024","AQS","060251003","1","14.4","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/28/2024","AQS","060251003","1","5","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/29/2024","AQS","060251003","1","12.8","ppb","11","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/30/2024","AQS","060251003","1","19","ppb","18","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/01/2024","AQS","060251003","1","14.6","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/02/2024","AQS","060251003","1","25.5","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/03/2024","AQS","060251003","1","31.6","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/04/2024","AQS","060251003","1","27.5","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/05/2024","AQS","060251003","1","13.5","ppb","12","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/06/2024","AQS","060251003","1","10.2","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/07/2024","AQS","060251003","1","8.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/08/2024","AQS","060251003","1","26.2","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/09/2024","AQS","060251003","1","30.3","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/10/2024","AQS","060251003","1","14.6","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/11/2024","AQS","060251003","1","25.9","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/12/2024","AQS","060251003","1","7","ppb","7","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
