"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/13/2024","AQS","060251003","1","8.9","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/14/2024","AQS","060251003","1","16.6","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/15/2024","AQS","060251003","1","36.2","ppb","34","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/16/2024","AQS","060251003","1","21.3","ppb","20","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/17/2024","AQS","060251003","1","14.7","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/18/2024","AQS","060251003","1","8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/19/2024","AQS","060251003","1","20.8","ppb","19","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/20/2024","AQS","060251003","1","25.8","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/21/2024","AQS","060251003","1","33.5","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/22/2024","AQS","060251003","1","23","ppb","22","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/23/2024","AQS","060251003","1","31.9","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/24/2024","AQS","060251003","1","37.3","ppb","35","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/25/2024","AQS","060251003","1","28","ppb","26","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/26/2024","AQS","060251003","1","22.8","ppb","21","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/27/2024","AQS","060251003","1","14.9","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/28/2024","AQS","060251003","1","4.3","ppb","4","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/29/2024","AQS","060251003","1","5.2","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/30/2024","AQS","060251003","1","25.4","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"10/31/2024","AQS","060251003","1","21.3","ppb","20","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/01/2024","AQS","060251003","1","28.6","ppb","26","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/02/2024","AQS","060251003","1","24.4","ppb","23","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/03/2024","AQS","060251003","1","5.6","ppb","5","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/04/2024","AQS","060251003","1","16.3","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/05/2024","AQS","060251003","1","30.1","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/06/2024","AQS","060251003","1","10.2","ppb","9","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/07/2024","AQS","060251003","1","16.4","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/08/2024","AQS","060251003","1","35.3","ppb","33","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/09/2024","AQS","060251003","1","27.4","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/10/2024","AQS","060251003","1","27.8","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/11/2024","AQS","060251003","1","23","ppb","22","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/12/2024","AQS","060251003","1","24.1","ppb","23","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/13/2024","AQS","060251003","1","25.7","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/14/2024","AQS","060251003","1","33.5","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/15/2024","AQS","060251003","1","3.2","ppb","3","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/16/2024","AQS","060251003","1","8.8","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/17/2024","AQS","060251003","1","11.1","ppb","10","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/18/2024","AQS","060251003","1","19.2","ppb","18","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/19/2024","AQS","060251003","1","16.4","ppb","15","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/20/2024","AQS","060251003","1","29.4","ppb","27","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/21/2024","AQS","060251003","1","31.2","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/22/2024","AQS","060251003","1","34.6","ppb","32","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/23/2024","AQS","060251003","1","33","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/24/2024","AQS","060251003","1","9.1","ppb","8","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/25/2024","AQS","060251003","1","33.2","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/26/2024","AQS","060251003","1","72.1","ppb","70","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/27/2024","AQS","060251003","1","23.7","ppb","22","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/28/2024","AQS","060251003","1","17","ppb","16","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/29/2024","AQS","060251003","1","20.7","ppb","19","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"11/30/2024","AQS","060251003","1","27.4","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/01/2024","AQS","060251003","1","33.2","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/02/2024","AQS","060251003","1","30.5","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/03/2024","AQS","060251003","1","30.8","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/04/2024","AQS","060251003","1","31.8","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/05/2024","AQS","060251003","1","30.6","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/06/2024","AQS","060251003","1","32.3","ppb","30","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/07/2024","AQS","060251003","1","24.9","ppb","23","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/08/2024","AQS","060251003","1","21.3","ppb","20","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/09/2024","AQS","060251003","1","17.4","ppb","16","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/10/2024","AQS","060251003","1","28.4","ppb","26","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/11/2024","AQS","060251003","1","18.5","ppb","17","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/12/2024","AQS","060251003","1","33.3","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/13/2024","AQS","060251003","1","29.3","ppb","27","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/14/2024","AQS","060251003","1","25.1","ppb","24","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/15/2024","AQS","060251003","1","23.5","ppb","22","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/16/2024","AQS","060251003","1","31.8","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/17/2024","AQS","060251003","1","31.7","ppb","29","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/18/2024","AQS","060251003","1","27","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/19/2024","AQS","060251003","1","34.7","ppb","32","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/20/2024","AQS","060251003","1","33.5","ppb","31","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/21/2024","AQS","060251003","1","29.4","ppb","27","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/22/2024","AQS","060251003","1","35","ppb","33","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/23/2024","AQS","060251003","1","35.3","ppb","33","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/24/2024","AQS","060251003","1","26.5","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/25/2024","AQS","060251003","1","14.6","ppb","13","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/26/2024","AQS","060251003","1","27.2","ppb","25","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/27/2024","AQS","060251003","1","24.8","ppb","23","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/28/2024","AQS","060251003","1","20.9","ppb","19","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/29/2024","AQS","060251003","1","30.2","ppb","28","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/30/2024","AQS","060251003","1","35.4","ppb","33","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"12/31/2024","AQS","060251003","1","22.2","ppb","21","El Centro-9th Street","21","88.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
